epsilon,k0,n,log_prob
0.07928287087852379,0.022379943604848927,0.7055539258006444,-2.37730174090197
0.07938218485833937,0.029595045013489855,0.9218509639021308,-2.428802626783812
0.06650639467729909,0.025884531496389016,0.7672651215968285,-1.6991014844478067
0.062399000733104566,0.02649205369153237,0.1863699249611031,-1.7405572823567157
0.08948521936616709,0.03500936257347117,0.9164954277325998,-3.376652579841736
0.0826869172259726,0.02406001957555887,0.8185118112485598,-2.553520283144645
0.08718704813027794,0.024209040637486908,0.3446680967016258,-3.281551750799687
0.06751762794344511,0.02569582791021681,0.47892753776805314,-1.8462718805415073
0.06304792279122408,0.024630706140017347,0.5370459705818886,-1.5897019293728596
0.07609907466584205,0.016032974936677956,0.006086494313233992,-2.444500390212496
0.07009687189001396,0.015365620965631526,0.9458663498190998,-1.755910001802902
0.06796624937433667,0.027418649466805885,0.25689413007613837,-2.052041205369803
0.07503799388475778,0.015929052413734428,0.9621052369718825,-1.9795285143925547
0.06220250450934843,0.015429796487429795,0.852248540453684,-1.4554504699264876
0.07083576867556472,0.03722740627513425,0.8678189245074839,-2.0777867502605956
0.07084843539171091,0.025847453954645744,0.38330385068476064,-2.112775741852173
0.07761221629005595,0.019831957324222146,0.9916750232567257,-2.1507998718920103
0.07851734841438844,0.026088709080122542,0.10637659293784307,-2.960226251862467
0.07402702008071217,0.03697764774980204,0.3647894910676469,-2.848283181448849
0.08345847237155005,0.03560650554848166,0.27384328392377827,-3.783544801458244
0.0766786797400183,0.02019050060573072,0.8313945975005388,-2.1624722399170433
0.08085600620281223,0.028879101398000116,0.6127828494469528,-2.7145590798738586
0.09206666239448771,0.028738191371273043,0.2544856704219133,-4.208805690307916
0.06118671181688951,0.03146800238671231,0.8660891438559803,-1.4836750826908596
0.06287297792004122,0.03861886495215121,0.37139015140019627,-2.0231978971023
0.06207991335278854,0.020852876825123427,0.817929180884533,-1.4732265746189033
0.0678489912113586,0.023012074801877964,0.25074683890720384,-1.9536886942375815
0.1136377752355463,0.02273043326216865,0.7171386210951116,-5.240211839715809
0.06471032262418963,0.01779169653981225,0.029361436093990112,-1.7892364732775112
0.06920257009030092,0.028969301112061883,0.5220002258621363,-1.9946360574098942
0.06053886744141927,0.025804006481212883,0.5628708346580213,-1.470777255294426
0.06212334126811325,0.024369831903753032,0.7883019637717069,-1.4853984266665177
0.08574232232560855,0.01916205443162125,0.6510924494760063,-2.737306048435503
0.08291776237983438,0.030306358755188247,0.9892065174671938,-2.639081321732796
0.06650639467729909,0.025884531496389016,0.7672651215968285,-1.6991014844478067
0.062399000733104566,0.02649205369153237,0.1863699249611031,-1.7405572823567157
0.08962676490910167,0.03499016430432318,0.9193947409096268,-3.3857086228103466
0.0826869172259726,0.02406001957555887,0.8185118112485598,-2.553520283144645
0.08392672517805569,0.02198702112020766,0.5103636676733231,-2.780872856712004
0.06751762794344511,0.02569582791021681,0.47892753776805314,-1.8462718805415073
0.06304792279122408,0.024630706140017347,0.5370459705818886,-1.5897019293728596
0.07609907466584205,0.016032974936677956,0.006086494313233992,-2.444500390212496
0.07009687189001396,0.015365620965631526,0.9458663498190998,-1.755910001802902
0.06133617316913113,0.025101081342399342,0.05410904267729866,-1.714691820672854
0.07503799388475778,0.015929052413734428,0.9621052369718825,-1.9795285143925547
0.06222150137560639,0.015101447589268152,0.8521437616663035,-1.4554505506345345
0.07083576867556472,0.03722740627513425,0.8678189245074839,-2.0777867502605956
0.07084843539171091,0.025847453954645744,0.38330385068476064,-2.112775741852173
0.07761221629005595,0.019831957324222146,0.9916750232567257,-2.1507998718920103
0.07851734841438844,0.026088709080122542,0.10637659293784307,-2.960226251862467
0.06560109557811598,0.03805115155681871,0.06522933701899492,-2.61883411671045
0.08345847237155005,0.03560650554848166,0.27384328392377827,-3.783544801458244
0.0742020963153756,0.021678801583858934,0.7361092419267883,-2.0750010812688857
0.08085600620281223,0.028879101398000116,0.6127828494469528,-2.7145590798738586
0.09206666239448771,0.028738191371273043,0.2544856704219133,-4.208805690307916
0.061281567803497805,0.03134760885377018,0.8573280430402157,-1.4906366080907798
0.06287297792004122,0.03861886495215121,0.37139015140019627,-2.0231978971023
0.065787526889294,0.020684654732095898,0.821348960309448,-1.625222487630925
0.0678489912113586,0.023012074801877964,0.25074683890720384,-1.9536886942375815
0.11806707095758995,0.022540159668843207,0.7026313710105518,-5.636621995645446
0.06471032262418963,0.01779169653981225,0.029361436093990112,-1.7892364732775112
0.06814286907727965,0.027244381329187953,0.5787453224397305,-1.873841103865127
0.06078272306906546,0.025589017117715416,0.40726625062737254,-1.526693134530744
0.06212334126811325,0.024369831903753032,0.7883019637717069,-1.4853984266665177
0.08574232232560855,0.01916205443162125,0.6510924494760063,-2.737306048435503
0.08291776237983438,0.030306358755188247,0.9892065174671938,-2.639081321732796
0.06519228692213128,0.02244159500750685,0.7367437269865585,-1.6206473745214982
0.062399000733104566,0.02649205369153237,0.1863699249611031,-1.7405572823567157
0.08832100202762534,0.03515652485311447,0.872971997647978,-3.331120577098673
0.0826869172259726,0.02406001957555887,0.8185118112485598,-2.553520283144645
0.08392672517805569,0.02198702112020766,0.5103636676733231,-2.780872856712004
0.06327416025672167,0.025544262372381454,0.6226500896475652,-1.5801861721153339
0.06304792279122408,0.024630706140017347,0.5370459705818886,-1.5897019293728596
0.07919009380909225,0.019799268441119747,0.3872768740448414,-2.4911911017332575
0.07211556618732691,0.01739409872976821,0.9431301297131308,-1.8650092394806423
0.06133617316913113,0.025101081342399342,0.05410904267729866,-1.714691820672854
0.07503799388475778,0.015929052413734428,0.9621052369718825,-1.9795285143925547
0.06222150137560639,0.015101447589268152,0.8521437616663035,-1.4554505506345345
0.06784609523548894,0.03902696880115567,0.9160723176831566,-1.922206334191784
0.07084843539171091,0.025847453954645744,0.38330385068476064,-2.112775741852173
0.07761221629005595,0.019831957324222146,0.9916750232567257,-2.1507998718920103
0.07541368767303414,0.025763296777693474,0.23547651238440825,-2.5268341161937444
0.06560109557811598,0.03805115155681871,0.06522933701899492,-2.61883411671045
0.08345847237155005,0.03560650554848166,0.27384328392377827,-3.783544801458244
0.0742020963153756,0.021678801583858934,0.7361092419267883,-2.0750010812688857
0.0847552270836378,0.02884892071951881,0.6431585685121651,-3.0005510069898764
0.09206666239448771,0.028738191371273043,0.2544856704219133,-4.208805690307916
0.06323009000324635,0.0311401955467211,0.8395500745246951,-1.583855496499965
0.06287297792004122,0.03861886495215121,0.37139015140019627,-2.0231978971023
0.065787526889294,0.020684654732095898,0.821348960309448,-1.625222487630925
0.0678489912113586,0.023012074801877964,0.25074683890720384,-1.9536886942375815
0.11132717056514596,0.023816595198565785,0.6905983905962778,-5.171538204729851
